Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
309,Covid-19 i Sverige just nu,0,0,0,0,0,0,0,1,0,0
310,Lättade restriktioner för publik och krogar,0,0,0,0,1,1,0,1,0,0
311,Ivo JO-anmäls efter femårings död i Hagfors,0,0,0,0,0,0,1,1,0,0
312,C-rebellen kan fälla Löfven vid ny omröstning,1,0,0,0,0,0,0,0,0,0
313,Slutfikat för ovaccinerade i Moskva,0,0,0,0,0,1,0,1,0,0
314,Pengar ska få unga greker att vaccinera sig,0,0,0,0,1,0,0,1,0,0
315,Timmar innan ödesbeskedet: Löfvens möte med kungen,1,0,0,0,0,0,0,0,0,0
316,Kvinnorättsaktivister släppta i Saudiarabien,0,0,0,0,0,0,1,0,0,0
317,Ställ dina frågor om regeringskrisen,1,0,0,0,0,0,0,0,0,0
318,Statsvetaren: ”Jag tror att det är löst inom en till två veckor”,1,0,0,0,0,0,0,0,0,0
319,Tre män anhållna – misstänks ha våldtagit två kvinnor,0,0,0,0,0,0,1,0,0,0
320,"Åkesson: ""SD är redo för att ta ansvar""",1,0,0,0,0,0,0,0,0,0
321,Gigantiskt vattenkraftverk öppnat i Kina,0,0,0,1,1,0,0,0,0,1
322,"Seoul skaffar ""järnkupol"" mot grannens raketer",0,0,0,0,0,0,1,0,0,1
323,Tre män gripna för våldtäkt i Malmö,0,0,0,0,0,0,1,0,0,0
324,Partierna är tillbaka på ruta ett,1,0,0,0,0,0,0,0,0,0
325,Brittisk försvarsminister i coronakarantän,1,0,0,0,0,0,0,1,0,0
326,Det här är talmansrundor,1,0,0,0,0,0,0,0,0,0
327,Två knivskadade i tysk stad,0,0,0,0,0,0,1,0,0,0
328,Deltaoro ger nya semesterhinder för britter,0,0,0,0,0,1,0,1,0,0
329,Militärövning inleds i Svarta havet,0,0,0,0,0,0,1,0,0,0
330,Man åtalad för mordet i Alvesta,0,0,0,0,0,0,1,0,0,0
331,Ledtrådar om Miamiras pekar mot bottenvåning,0,0,0,0,0,0,1,0,0,0
332,Stefan Löfvens besked efter kaosveckan: Avgår,1,0,0,0,0,0,0,0,0,0
333,Så förbereder sig partierna för ett möjlig extraval,1,0,0,0,0,0,0,0,0,0
334,Misstänkt föremål var ofarligt,0,0,0,0,0,0,1,0,0,0
335,Stort räddningspådrag efter larm om skogsbrand,0,0,0,1,0,0,1,0,0,0
336,C:s partistyrelse samlas – ”rebellen”  kan göra Kristersson till statsminister,0,0,0,0,0,0,0,0,0,0
337,Lastbilskrock i Värnamo - en person till sjukhus,0,0,0,0,0,0,1,0,0,0
338,Klockrån på Östermalm – två gärningsmän jagas,0,0,0,0,0,0,1,0,0,0
339,Stephanie vill att äldre  ska få känna vinden i håret,0,0,0,0,0,1,0,1,0,0
340,Först ut i Sydsverige – vaccin till alla vuxna,0,0,0,0,0,0,0,1,0,0
341,Cissi Wallin åtalas för grovt förtal av JK,0,0,0,0,0,1,0,0,0,0
342,Brand i husbil –  släckning pågår,0,0,0,0,0,0,1,0,0,0
343,Två lastbilar och en personbil i kollision,0,0,0,0,0,0,1,0,0,0
344,Två bilar i krock utanför Oskarshamn,0,0,0,0,0,0,1,0,0,0
345,Ulf Kristersson håller strax pressträff,1,0,0,0,0,0,0,0,0,0
346,Våldsamma upploppet i  Borås startade med fotboll,0,0,0,0,0,0,1,0,1,0
347,Löfven avgår – nu är det upp till talmannen,1,0,0,0,0,0,0,0,0,0
348,V-profilernas vrede efter  Löfvens pressträff,1,0,0,0,0,0,0,0,0,0
349,Dödspatrullen inför rätta i Danmark – ledaren nekar,0,0,0,0,0,0,1,0,0,0
350,Stefan Löfven avgår som statsminister,1,0,0,0,0,0,0,0,0,0
351,Tre gripna för våldtäkt – lekplats avspärrad,0,0,0,0,0,0,1,0,0,0
352,"Högg ihjäl Aline, 40 – skyller på demoner",0,0,1,0,0,0,1,0,0,0
353,Stenkastning mot bilister ska stoppas med drönare,0,0,0,0,0,0,1,0,0,1
354,Misstänkt bomb i Västerås – var ofarligt föremål,0,0,0,0,0,0,1,0,0,0
355,Löfven avgår – nu väntar talmansrundor,1,0,0,0,0,0,0,0,0,0
356,Därför väljer statsministern bort extraval,1,0,0,0,0,0,0,0,0,0
357,SL:s advokater stoppade känslig granskning,0,0,0,0,0,0,1,0,0,0
358,Guide: Läget inför talmans­rundan,1,0,0,0,0,0,0,0,0,0
359,Löfven borde ha begrundat slavens varning,1,0,0,0,0,0,0,0,0,0
360,Tyska turister överger Portugal efter ökad smitta,0,0,0,0,0,1,0,1,0,0
361,Löfven liknas vid en humla,1,0,0,0,0,0,0,0,0,0
362,Flera restriktioner hävs den 1 juli,0,0,0,0,0,0,0,1,0,0
363,Deadline: I dag måste Löfven välja väg,1,0,0,0,0,0,0,0,0,0
364,Så kollapsar Apples ideal i Kina,0,0,0,0,0,0,0,0,0,1
365,Lättade restriktioner för publik och krogar,0,0,0,0,0,1,0,1,0,0
366,Statsministern avgår – börsen gäspar,1,0,0,0,1,0,0,0,0,0
367,Proggig samhällskritik och monumentala hittar,0,0,0,0,0,1,0,0,0,0
368,Kvinnorättsaktivister släppta i Saudiarabien,0,0,0,0,0,0,1,0,0,0
369,Hugenotterna hade ”fel” religion – förlorade allt,0,0,1,0,0,0,0,0,0,0
370,Gigantiskt vattenkraftverk öppnat i Kina,0,0,0,0,1,0,0,0,0,1
371,Arbetslösheten ligger still,0,0,0,0,1,0,0,0,0,0
372,Ledtrådar om Miamiras pekar mot bottenvåning,0,0,0,0,0,0,1,0,0,0
373,Seoul skaffar &quot;järnkupol&quot; mot grannens raketer,0,0,0,0,0,0,1,0,0,1
374,Tre män gripna för våldtäkt i Malmö,0,0,0,0,0,0,1,0,0,0
375,Tar över Arsenal: &quot;Sorgligt och spännande&quot;,0,0,0,0,0,0,0,0,1,0
377,Landslagets bästa knep: Tjuvaktighet,0,0,0,0,0,0,0,0,1,0
378,Ivo JO-anmäls efter femårings död i Hagfors,0,0,0,0,0,0,0,1,0,0
379,Spionen om Ukraina: &quot;Kan varandra väl&quot;,0,0,0,0,0,0,0,0,1,0
380,Stenson: &quot;Det är klart att vi inte är nöjda&quot;,0,0,0,0,0,0,0,0,1,0
381,OS-silvermedaljören till Tokyo som reserv,0,0,0,0,0,0,0,0,1,0
382,Två knivskadade i tysk stad,0,0,0,0,0,0,1,0,0,0
383,Slutfikat för ovaccinerade i Moskva,0,0,0,0,0,1,0,1,0,0
384,Nu finns facit: historiskt låga boräntor,0,0,0,0,1,0,0,0,0,0
385,Deltaoro ger britter nya semesterhinder,0,0,0,0,0,1,0,1,0,0
386,Forsberg: Har blivit en bättre version av mig själv,0,0,0,0,0,0,0,0,1,0
387,Militärövning inleds i Svarta havet,0,0,0,0,0,0,1,0,0,0
388,Man åtalad för mordet i Alvesta,0,0,0,0,0,0,1,0,0,0
389,Tidigare partiledare: Det går att lösa krisen före midnatt,1,0,0,0,0,0,0,0,0,0
390,Ramberg: Lär gå fortare än förra gången,1,0,0,0,0,0,0,0,0,0
391,Alla över 18 år kan nu boka vaccin i Värmland,0,0,0,0,0,0,0,1,0,0
392,Extraval eller talmansrundor - idag måste Löfven bestämma sig,1,0,0,0,0,0,0,0,0,0
393,JK väcker åtal mot Cissi Wallin,0,0,0,0,0,1,0,0,0,0
394,Statsvetaren: Unikt politiskt läge,1,0,0,0,0,0,0,0,0,0
395,Löfven avgår som statsminister – nu väntar talmansrundor,1,0,0,0,0,0,0,0,0,0
396,Före detta börs-vd frikänd i insidermål,0,0,0,0,1,0,1,0,0,0
397,Eidevall lämnar Rosengård för Arsenal,0,0,0,0,0,0,0,0,1,0
398,Snabb spridning av deltavarianten i Australien,0,0,0,0,0,0,0,1,0,0
399,Nya amerikanska flyganfall i Irak och Syrien,0,0,0,0,0,0,1,0,0,0
400,Moskvabor behöver coronapass för att besöka kafeér,0,0,0,0,0,1,0,1,0,0
401,Furtenbach: Enskild centerpartist kan avgöra regeringsfrågan,1,0,0,0,0,0,0,0,0,0
402,Fridykare klarar extrem syrebrist,0,0,0,0,0,1,0,1,0,0
403,LO startar kampanj för rättvisa sommarjobb,0,0,0,0,1,0,0,0,0,0
404,Var tredje har ändrat vanor för klimatets skull,0,0,0,1,0,0,0,0,0,0
405,Farliga drickandet på semestern: ”Sätt din gräns”,0,0,0,0,0,1,0,1,0,0
406,Libanon i djup ekonomisk kris,0,0,0,0,1,0,0,0,0,0
407,Guide: Upp till bevis för Spanien mot VM-finalisten,0,0,0,0,0,0,0,0,1,0
408,Toleransen för varg har sjunkit – stora skillnader i landet,0,0,0,0,0,0,0,0,0,0
409,Restriktioner lättas som planerat,0,0,0,0,0,0,0,1,0,0
410,Misstänkt mord i Härryda kommun – en person anhållen,0,0,0,0,0,0,1,0,0,0
411,Bodil Hansson (S) om talmansrundor: ”Ett klokt beslut”,1,0,0,0,0,0,0,0,0,0
412,Skogsbrand vid Älvdalens skjutfält,0,0,0,0,0,0,1,0,0,0
413,Värmerekord i Kanada och i västra USA,0,0,0,0,0,0,1,0,0,0
414,Länsbor om Löfvens beslut: ”onödigt när vi har en pandemi”,1,0,0,0,0,0,0,1,0,0
415,Statsvetaren: Så går talmansrundorna till,1,0,0,0,0,0,0,0,0,0
416,Nytt förtalsåtal mot Cissi Wallin,0,0,0,0,0,1,0,0,0,0
417,Nu sätts nya trafiksäkerhetskameror upp på väg 204,0,0,0,0,0,0,1,0,0,1
418,Marmorstein: Här är vad Löfven inte sa någonting om,1,0,0,0,0,0,0,0,0,0
419,”Svenska folket borde få reagera”,1,0,0,0,0,0,0,0,0,0
420,Stopp för tågtrafiken vid Arlanda – orsakade förseningar,0,0,0,0,0,0,1,0,0,0
421,Tre bilar inblandade i olycka – en person förd till sjukhus,0,0,0,0,0,0,1,0,0,0
422,Klart för vaccination av alla över 18 år i Kronoberg,0,0,0,0,0,0,0,1,0,0
423,Starka reaktioner från Vänsterpartiet efter Löfvens uttalande,1,0,0,0,0,0,0,0,0,0
424,Röster om regeringskrisen: ”Hellre sett extraval”,1,0,0,0,0,0,0,0,0,0
425,Antalet anmälningar om stenkastning mot danskar ökar,0,0,0,0,0,0,1,0,0,0
426,Uppgivna Skellefteåbor efter Löfvens besked: ”Man ger bara upp”,1,0,0,0,0,0,0,0,0,0
427,Britney Spears får stöd av sin syster,0,0,0,0,0,1,0,0,0,0
428,Kräver budgetstöd – annars avgår han,1,0,0,0,0,0,0,0,0,0
429,Hyrde ut olovligt via Airbnb – polisanmäls av hyresvärden,0,0,0,0,1,0,1,0,0,0
430,Vilka tar plats i OS-truppen? – följ fotbollslandslagets pressträff,0,0,0,0,0,0,0,0,1,0
431,Så kom han nära Bob Dylan: ”Jag tog bara de bilder jag tyckte var bra”,0,0,0,0,0,1,0,0,0,0
432,Stulen Picassotavla återfunnen – efter nio år,0,0,0,0,0,1,0,0,0,0
433,Förundersökning mot Brynässpelare läggs ned,0,0,0,0,0,0,0,0,1,0
434,Alexander Skantzes kärleksthriller är för storslagen för sitt innehåll,0,0,0,0,0,1,0,0,0,0
435,Besöksnäringen efterlyser mer stöd efter lättade restriktioner,0,0,0,0,0,1,0,1,0,0
436,Henok Goitom om Alexander Isak: ”Redan första träningen såg jag att han var exceptionell”,0,0,0,0,0,0,0,0,1,0
437,Cannabis blir lagligt i Mexiko,0,0,0,0,0,1,1,0,0,0
438,Statsvetare: ”Partierna har väldigt olika motiv”,1,0,0,0,0,0,0,0,0,0
439,EM-matchguide: England–Tyskland tisdag 29 juni,0,0,0,0,0,0,0,0,1,0
440,NHL-spelarna kan missa OS – trots avtal,0,0,0,0,0,0,0,0,1,0
441,Hudcancerfallen ökar i Sverige,0,0,0,0,0,0,0,1,0,0
442,Dagen som hela Kultursverige har väntat på,0,0,0,0,0,1,0,0,0,0
443,Mbappé ber om ursäkt för straffmissen: ”Ledsen”,0,0,0,0,0,0,0,0,1,0
444,Niklas Wahllöf: Michael Lindgren ger den politiska ambivalensen en röst,1,0,0,0,0,0,0,0,0,0
445,Här testas framtidens fordon – helt utan förare,0,0,0,0,0,0,0,0,0,1
446,Andreas Bergh: Tänk att cyklar som drivs på el och hyrs via mobilapp ska vara så kontroversiella,0,0,0,0,0,0,0,0,0,1
447,Tampa Bay tar ledningen i Stanley Cup-finalen,0,0,0,0,0,0,0,0,1,0
448,Kulusevski kan få starta med Isak,0,0,0,0,0,0,0,0,1,0
449,Jarmolenkos mål ett av EM:s vackraste,0,0,0,0,0,0,0,0,1,0
450,Johan Esk: Seger ikväll och landslaget trycker på knappen till en febersommar,0,0,0,0,0,0,0,0,1,0
451,Studio DN: Kan Lööf bli statsminister?,1,0,0,0,0,0,0,0,0,0
452,Självkritisk Norlén kan skynda på sonderingen,1,0,0,0,0,0,0,0,0,0
453,En död i lägenhetsbrand i Säffle,0,0,0,0,0,0,1,0,0,0
454,Susanne Nyström: Nyamko Sabuni saknar mandat för SD-samarbete,1,0,0,0,0,0,0,0,0,0
455,Så stor är sannolikheten att Annie Lööf blir statsminister,1,0,0,0,0,0,0,0,0,0
456,Nytt superdrama – Frankrike utslagna,0,0,0,0,0,0,0,0,1,0
457,Friande dom överklagas i matchfixningsmål,0,0,0,0,0,0,1,0,1,0
458,Nio års fängelse för kidnappning i Märsta,0,0,0,0,0,0,1,0,0,0
459,Prisboom på fritidshus – här stiger värdet mest,0,0,0,0,1,1,0,0,0,0
460,Texten och musiken möts sällan hos Anaglyfparken,0,0,0,0,0,1,0,0,0,0
461,Rebeller tog kontroll över staden Mekelle,0,0,0,0,0,0,1,0,0,0
462,Transaktivist vinner – HD nobbar toalettfall,0,0,0,0,0,0,1,0,0,0
463,Utskälld Morato sköt Spanien vidare efter förlängning,0,0,0,0,0,0,0,0,1,0
464,Näslund: ”Ungefär som vi gjorde när vi vann”,0,0,0,0,0,0,0,0,1,0
465,Guide till Stanley Cup-finalen,0,0,0,0,0,0,0,0,1,0
466,DN Debatt. ”Äldre bortglömda i debatten om våld i nära relationer”,0,0,0,0,0,0,1,0,0,0
467,Värmerekord i Kanada – ”varmare än i Dubai”,0,0,0,1,0,0,0,0,0,0
468,Belarus lämnar samarbete med EU,0,0,0,0,0,0,1,0,0,0
469,Pandemin får unga att uppskatta Sahlgrenska,0,0,0,0,0,0,0,1,0,0
470,Tusentals kyrkor kan värmas med batterier,0,0,1,0,0,0,0,0,0,1
471,Johan Croneman: Ibland är politiken exakt så löjeväckande som politikerföraktare påstår,1,0,0,0,0,0,0,0,0,0
472,Namnen på gränsen till OS håller tummarna,0,0,0,0,0,0,0,0,1,0
473,Förlossningsboom på Sahlgrenska i sommar,0,0,0,0,0,1,0,1,0,0
474,Fyra ledamöter kan avgöra efter talmansrundor,1,0,0,0,0,0,0,0,0,0
475,Judiska gemenskapen hårt drabbad av husraset,0,0,1,0,0,0,1,0,0,0
476,Klart: Upp till 3 000 per läktarsektion,0,0,0,0,0,0,0,0,1,0
477,”Känns som vanligt och det är jag glad över”,0,0,0,0,0,0,0,0,1,0
478,VGR börjar vaccinera alla över 18,0,0,0,0,0,0,0,1,0,0
479,Volvo redo besluta om extra miljardutdelning,0,0,0,0,1,0,0,0,0,0
480,Höjt deltagartak och lättnader för serveringar,0,0,0,0,0,1,0,1,0,0
481,Storbrand bröt ut i centrala London,0,0,0,0,0,0,1,0,0,0
482,Svensk serie på HBO om kvinnors sexliv,0,0,0,0,0,1,0,0,0,0
483,Ulf Kristersson: Vi är beredda att bilda regering,1,0,0,0,0,0,0,0,0,0
484,Ewa Stenberg: Därför vill inget parti betala priset för att bryta dödläget,1,0,0,0,0,0,0,0,0,0
485,Cissi Wallin åtalas för grovt förtal för sin bok,0,0,0,0,0,1,0,0,0,0
486,Stenevi om C och V: Finns en rad varianter,1,0,0,0,0,0,0,0,0,0
487,De spelar rollerna i ”Bränn alla mina brev”,0,0,0,0,0,1,0,0,0,0
488,Hushållens lån växer allt snabbare,0,0,0,0,1,0,0,0,0,0
489,Utlovar annat slut på ”Game of thrones”,0,0,0,0,0,1,0,0,0,0
490,Skid Rows Johnny Solinger är död,0,0,0,0,0,1,0,0,0,0
491,Lyssna: 15 poddavsnitt du inte vill missa,0,0,0,0,0,1,0,0,0,0
492,Läs: 20 reportage för lugna sommardagar,0,0,0,0,0,1,0,0,0,0
493,”Många oroas över att deras hus står på tur”,0,0,0,0,0,0,1,0,0,0
494,Jessica: Utan fika stannar Sverige,0,0,0,0,0,1,0,0,0,0
495,Se Sverige genom DN-fotografernas ögon,0,0,0,0,0,1,0,0,0,0
496,Greta Thurfjell: Jag vill leva med Niklas Strömstedts sommarprat,0,0,0,0,0,1,0,0,0,0
497,Tegnell: Troligt att råden kan tas bort i höst,0,0,0,0,0,0,1,1,0,0
498,Amat Levin: Chokladen du äter kan mycket väl ha kommit till genom barnarbete,0,0,0,0,0,0,1,0,0,0
499,Engelsmän uppmanas: ”Håll er borta från uråldriga skogen”,0,0,0,1,0,0,0,0,0,0
500,Förklaring till husraset lär dröja,0,0,0,0,0,0,1,0,0,0
501,Hanne Kjöller: Den som inte kan prata med läkaren får finna sig i sämre vård,0,0,0,0,0,0,0,1,0,0
502,Björn Wiman: Det historiska hatet mot S är alltjämt en levande kraft,1,0,0,0,0,0,0,0,0,0
503,"Ciceron, slunk och slup - kan du veckans ord?",0,0,0,0,0,1,0,0,0,0
504,Till sist löste hon gåtan om sin biologiska far,0,0,0,0,0,0,1,1,0,0
505,DN låser upp sajten under politiska krisen,1,0,0,0,0,0,0,0,0,0
506,Tågvärden Omid från Kumla hotas på tåget,0,0,0,0,0,0,1,0,0,0
507,"Gask, bane och fission - kan du veckans ord?",0,0,0,0,0,1,0,0,0,0
508,Kristersson: ”Beredd att leda borgerlig regering”,1,0,0,0,0,0,0,0,0,0
509,Detta har hänt: Löfvens regeringskris,1,0,0,0,0,0,0,0,0,0
510,Fotbolls-EM – hela spelschemat,0,0,0,0,0,0,0,0,1,0
511,Stort intresse för kolonilotter,0,0,0,0,1,1,0,0,0,0
512,Podd: Hur ofta behöver man egentligen duscha?,0,0,0,0,0,1,0,1,0,0
513,Här är låtarna som formade just dig – eller?,0,0,0,0,0,1,0,0,0,0
514,Live. Tydliga effekter av pandemin på skatteintäkterna,0,0,0,0,0,0,0,1,0,0
515,Nu får skolelever fri tillgång till DN,0,1,0,0,0,0,0,0,0,0
516,DN:s läsare varnas för bluffmejl om bitcoin,0,0,0,0,1,0,0,0,0,0
517,Covid-19 i Sverige just nu,0,0,0,0,0,0,0,1,0,0
518,Testa din bildning i DN:s kunskapsapp,0,1,0,0,0,1,0,0,0,0
519,DN:s ungdomspaket för dig mellan 18 och 25 år,0,0,0,0,1,0,0,0,0,0
520,USA och Kanada svettas i extrem värmebölja,0,0,0,1,0,0,0,0,0,0
521,Danskar räds E65:an efter stenkastning,0,0,0,0,0,0,1,0,0,0
522,Talmansrundan inledd – här är det svåra regeringspusslet,1,0,0,0,0,0,0,0,0,0
523,Midsommarresandet kvar på låga nivåer,0,0,0,0,0,1,0,0,0,0
524,Talmannens dag – nu börjar arbetet med att hitta näste statsminister,1,0,0,0,0,0,0,0,0,0
525,Mexikos HD: Avkriminalisera cannabisbruk,0,0,0,0,0,0,1,0,0,0
526,Kristersson: Håller mina samtal för mig själv,1,0,0,0,0,0,0,0,0,0
527,Frankrike tillåter IVF-behandling för lesbiska,0,0,0,0,0,0,1,1,0,0
528,Utrotad mus lever och frodas,0,0,0,0,0,1,0,0,0,0
529,Trots kaoset – Vänsterpartiet gör succé i Demoskop,1,0,0,0,0,0,0,0,0,0
530,Hudcancerfallen ökar i Sverige,0,0,0,0,0,0,0,1,0,0
531,Tobias: Finns alltid en rädsla att bli avvisad,0,0,0,0,0,0,1,0,0,0
532,Rapport: Lyft sexualitet hos funktionsnedsatta,0,0,0,0,0,1,0,1,0,0
533,Man död i mc-olycka,0,0,0,0,0,0,1,0,0,0
534,Fler delar av Australien stänger ner,0,0,0,0,0,0,1,1,0,0
535,Expert: Vacklande läge för hela landet,1,0,0,0,0,0,0,0,0,0
536,"Ringde om ""krater"" i poolen – sedan blev det tyst",0,0,0,1,0,0,1,0,0,0
537,En död i lägenhetsbrand,0,0,0,0,0,0,1,0,0,0
538,Bolsonaro anklagas för brott,1,0,0,0,0,0,1,0,0,0
539,Uppmanar till fortsatt kamp i Tigray,0,0,0,0,0,0,1,0,0,0
540,Sydafrika passerar 60 000 coviddöda,0,0,0,0,0,0,0,1,0,0
541,Professor Snapes formel: Vaccincocktail skyddar bättre,0,0,0,0,0,0,0,1,0,0
542,Friad expresident kritiserar ICC: Oseriöst,0,0,0,0,0,0,1,0,0,0
543,Skyller knivmordet på onda demoner,0,0,1,0,0,0,1,0,0,0
544,Det gäller för privata sammankomster i Steg 2,0,0,0,0,0,1,0,1,0,0
545,Stefan Löfven: Jag avgår om vi inte får igenom budgeten,1,0,0,0,0,0,0,0,0,0
546,Kvinna gripen för mordförsök – man skadad i Hörby,0,0,0,0,0,0,1,0,0,0
547,Man begärs häktad – misstänkt för mord,0,0,0,0,0,0,1,0,0,0
548,Bil har kört genom staket vid Ölands djurpark,0,0,0,0,0,0,1,0,0,0
549,Victorias och Daniels lyxplan för nya sommarhusen,0,0,0,0,0,1,0,0,0,0
550,Matbutik utrymd efter läcka från kylskåp,0,0,0,0,0,0,1,0,0,0
551,Säng brann i Norrköping – utreds som mordbrand,0,0,0,0,0,0,1,0,0,0
552,Man gripen efter rån i Sundsvall,0,0,0,0,0,0,1,0,0,0
553,Tre ungdomar i olycka med epa-traktor – en förd med ambulans,0,0,0,0,0,0,1,0,0,0
554,Vaccintider avbokades – med minuters varsel,0,0,0,0,0,0,0,1,0,0
555,Bensinmack i Karlshamn utsatt för väpnat rån,0,0,0,0,0,0,1,0,0,0
556,Stefan Löfven: ”Avgår om budgeten faller”,1,0,0,0,0,0,0,0,0,0
557,91-åriga Fridas vrede: ”Ger sig på gamlingar”,0,0,0,0,0,0,1,0,0,0
558,Vattenläcka i Majorna – flera hushåll drabbade,0,0,0,0,0,0,1,0,0,0
559,Äldre par upptäckte inbrottstjuv i hemmet,0,0,0,0,0,0,1,0,0,0
560,Efter kritiken – så snabbt kan  talmannen få fram en regering,1,0,0,0,0,0,0,0,0,0
561,Polis sökte inblandade efter trafikolycka,0,0,0,0,0,0,1,0,0,0
562,Ny mätning: Ökat stöd för SD och V under krisen,1,0,0,0,0,0,0,0,0,0
563,Hennes bebis nekades vård – hade hjärnskada,0,0,0,0,0,0,1,1,0,0
564,Man svårt knivskuren  i natt – en gripen,0,0,0,0,0,0,1,0,0,0
565,SD delar näringslivet – nya allianser blottläggs,1,0,0,0,0,0,0,0,0,0
566,Fyra lösningar: Så kan nästa regering se ut,1,0,0,0,0,0,0,0,0,0
567,En folkkär tant och fin Med-människa,0,0,0,0,0,1,0,0,0,0
568,Högg av öronen på förrymda slavar,0,0,0,0,0,0,1,0,0,0
569,”Ukraina är ett lag vi har respekt för”,0,0,0,0,0,0,0,0,1,0
570,Verkstad lyfter börsen,0,0,0,0,1,0,0,0,0,0
571,Fortsatt superstark konjunktur,0,0,0,0,1,0,0,0,0,0
572,Tydliga effekter av pandemin på skatteintäkterna,0,0,0,0,1,0,0,1,0,0
573,Krävs bara en stor skräll för svensk EM-final,0,0,0,0,0,0,0,0,1,0
574,USA och Kanada svettas i extrem värmebölja,0,0,0,0,0,0,1,0,0,0
575,Försvunna sossen kan ge Kristersson makten,1,0,0,0,0,0,0,0,0,0
576,Danskar räds E65:an efter stenkastning,0,0,0,0,0,0,1,0,0,0
577,Hackare hade bakdörr till dansk centralbank,0,0,0,0,0,0,1,0,0,1
578,Midsommarresandet kvar på låga nivåer,0,0,0,0,0,1,0,0,0,0
579,Smittan slår hårt mot Sydafrika,0,0,0,0,0,0,0,1,0,0
580,Dagens EM: Svenskt drömläge mot Ukraina,0,0,0,0,0,0,0,0,1,0
581,Statens vägprojekt systematiskt dyrare,0,0,0,0,1,0,0,0,0,0
582,Förundersökning mot Brynässpelare läggs ned,0,0,0,0,0,0,1,0,1,0
583,NHL-stjärnorna kan missa OS – Garpenlöv lugn,0,0,0,0,0,0,0,0,1,0
584,Mexikos HD: Avkriminalisera cannabisbruk,0,0,0,0,0,0,1,0,0,0
585,”Starka skäl att sätta tuffare deadlines nu”,1,0,0,0,0,0,0,0,0,0
586,&quot;Utrotad&quot; mus lever och frodas,0,0,0,0,0,1,0,0,0,0
587,Hudcancerfallen ökar i Sverige,0,0,0,0,0,0,0,1,0,0
588,Vårdpersonal och snickare sökes,0,0,0,0,0,0,1,0,0,0
589,Talmansrundan inledd – här är det svåra regeringspusslet,1,0,0,0,0,0,0,0,0,0
590,Tobias: Finns alltid en rädsla att bli avvisad,0,0,0,0,0,1,1,1,0,0
591,Rapport: Lyft sexualitet hos funktionsnedsatta,0,0,0,0,0,1,1,1,0,0
592,"Handelsnettot 5,1 miljarder",0,0,0,0,1,0,0,0,0,0
593,Sverigedödaren leder Ukraina: &quot;Fint minne&quot;,0,0,0,0,0,0,0,0,1,0
594,Hårda slaget mot taxibranschen,0,0,0,0,1,0,0,0,0,0
595,Därför kan riksbanken flagga för en höjning,0,0,0,0,1,0,0,0,0,0
596,Rött på Asienbörserna,0,0,0,0,1,0,0,0,0,0
597,Tampa Bay tar ledningen i Stanley Cup-finalen,0,0,0,0,0,0,0,0,1,0
598,Amazons algoritm sparkar paketbud,0,0,0,0,1,0,0,0,0,0
599,Sjukhus överbelagt: Kents mamma fick ligga i ett förråd med gastuber,0,0,0,0,0,0,0,1,0,0
600,Brand i lägenhetshus - en person avliden,0,0,0,0,0,0,1,0,0,0
601,Ukraina-analysen: Tre spelarna som Sverige måste stoppa,0,0,0,0,0,0,0,0,1,0
602,Löneklyftorna ökade under pandemin,0,0,0,0,1,0,0,0,0,0
603,Årepolisen står beredd mot cykeltjuvarna,0,0,0,0,1,0,1,0,0,0
604,Årets algblomning i full gång,0,0,0,1,0,0,0,0,0,0
605,Årets licensjakt på björn klar,0,0,0,1,0,1,0,0,0,0
606,Här är ljudet från Kinas marsbil,0,0,0,0,0,0,0,0,0,1
607,Våldtäktsutredning mot Brynässpelare nedlagd,0,0,0,0,0,0,1,0,1,0
608,Furtenbach: Omröstning tidigast på måndag,1,0,0,0,0,0,0,0,0,0
609,Teletubbifieringen av Manhattan,0,0,0,0,0,1,0,0,0,0
610,Rekordmånga bolag introducerade på börsen,0,0,0,0,1,0,0,0,0,0
611,19-åring åtalas – hotade att hänga ut man som pedofil,0,0,0,0,0,0,1,0,0,0
612,Tampa Bay tar ledningen i Stanley Cup-finalen,0,0,0,0,0,0,0,0,1,0
613,Allt fler amerikaner köper vapen,0,0,0,0,1,0,0,0,0,0
614,Försök: Svensk luft ska dammsugas på koldioxid,0,0,0,1,0,0,0,0,0,1
615,Ljudsex-appar ska locka kvinnor till erotiken,0,0,0,0,0,1,0,0,0,1
616,Antalet nya fall av hudcancer i Sverige nästan i nivå med Australien,0,0,0,0,0,0,1,1,0,0
617,Unikt projekt: UV-lampan som dödar bakterier och virus,0,0,0,0,0,0,0,1,0,1
618,Experten inför EM-åttondelen: Sverige har ett kanonläge,0,0,0,0,0,0,0,0,1,0
619,Löfven: Avgår om vi inte får igenom budgeten,1,0,0,0,0,0,0,0,0,0
620,Nu får alla över 18 år vaccinera sig i Jönköpings län,0,0,0,0,0,0,0,1,0,0
621,Danskar räds E65:an efter stenkastning,0,0,0,0,0,0,1,0,0,0
